generated_code,is_quality_issue,quality_info,MultipleVariableDeclarations,AvoidReassigningParameters,ForLoopCanBeForeach
"class Solution {     public int combinationSum4(int[] nums, int target) {         int[] dp = new int[target + 1];         dp[0] = 1;          for (int i = 1; i <= target; i++) {             for (int num : nums) {                 if (i - num >= 0) {                     dp[i] += dp[i - num];                 }             }         }          return dp[target];     } }",0,,0,0,0
"class Solution {     public int kthSmallest(int[][] matrix, int k) {         int rows = matrix.length;         int cols = matrix[0].length;         int l = matrix[0][0], r = matrix[rows - 1][cols - 1];         while (l < r) {             int mid = l + (r - l) / 2;             int count = 0;             int j = cols - 1;             for (int i = 0; i < rows; i++) {                 while (j >= 0 && matrix[i][j] > mid) j--;                 count += j + 1;             }             if (count < k) l = mid + 1;             else r = mid;         }         return l;     } }",1,"378-kth-smallest-element-in-a-sorted-matrix/Solution.java:5:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
378-kth-smallest-element-in-a-sorted-matrix/Solution.java:5:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
",1,0,0
"import java.util.*;  class RandomizedSet {     List<Integer> nums;     Map<Integer, Integer> valToIndex;      /** Initialize your data structure here. */     public RandomizedSet() {         nums = new ArrayList<>();         valToIndex = new HashMap<>();     }      /** Inserts a value to the set. Returns true if the set did not already contain the specified element. */     public boolean insert(int val) {         if (valToIndex.containsKey(val)) {             return false;         }         valToIndex.put(val, nums.size());         nums.add(val);         return true;     }      /** Removes a value from the set. Returns true if the set contained the specified element. */     public boolean remove(int val) {         if (!valToIndex.containsKey(val)) {             return false;         }         int index = valToIndex.get(val);         int lastNum = nums.get(nums.size() - 1);         nums.set(index, lastNum);         valToIndex.put(lastNum, index);         nums.remove(nums.size() - 1);         valToIndex.remove(val);         return true;     }      /** Get a random element from the set. */     public int getRandom() {         int index = (int) (Math.random() * nums.size());         return nums.get(index);     } }  /**  * Your RandomizedSet object will be instantiated and called as such:  * RandomizedSet obj = new RandomizedSet();  * boolean param_1 = obj.insert(val);  * boolean param_2 = obj.remove(val);  * int param_3 = obj.getRandom();  */",1,"380-insert-delete-getrandom-o1/RandomizedSet.java:4:19: Variable 'nums' must be private and have accessor methods. [VisibilityModifier]
380-insert-delete-getrandom-o1/RandomizedSet.java:5:27: Variable 'valToIndex' must be private and have accessor methods. [VisibilityModifier]
380-insert-delete-getrandom-o1/RandomizedSet.java:8:5: Redundant 'public' modifier. [RedundantModifier]
380-insert-delete-getrandom-o1/RandomizedSet.java:4:19: Variable 'nums' must be private and have accessor methods. [VisibilityModifier]
380-insert-delete-getrandom-o1/RandomizedSet.java:5:27: Variable 'valToIndex' must be private and have accessor methods. [VisibilityModifier]
380-insert-delete-getrandom-o1/RandomizedSet.java:8:5: Redundant 'public' modifier. [RedundantModifier]
",0,0,0
"import java.util.Random;  /** * Definition for singly-linked list. * public class ListNode { *     int val; *     ListNode next; *     ListNode() {} *     ListNode(int val) { this.val = val; } *     ListNode(int val, ListNode next) { this.val = val; this.next = next; } * } */ class Solution {      private ListNode head;     private Random random;      public Solution(ListNode head) {         this.head = head;         this.random = new Random();     }      public int getRandom() {         int count = 0;         int result = 0;         ListNode current = head;          while (current != null) {             count++;             if (random.nextInt(count) == 0) {                 result = current.val;             }             current = current.next;         }          return result;     } }",1,"382-linked-list-random-node/ListNode.java:18:5: Redundant 'public' modifier. [RedundantModifier]
382-linked-list-random-node/ListNode.java:18:30: 'head' hides a field. [HiddenField]
382-linked-list-random-node/ListNode.java:18:5: Redundant 'public' modifier. [RedundantModifier]
382-linked-list-random-node/ListNode.java:18:30: 'head' hides a field. [HiddenField]
",0,0,0
"class Solution {     private int[] nums;     private int[] original;     private Random rand;      public Solution(int[] nums) {         this.nums = nums;         this.original = nums.clone();         this.rand = new Random();     }          public int[] reset() {         nums = original.clone();         return nums;     }          public int[] shuffle() {         for (int i = 0; i < nums.length; i++) {             int randIndex = rand.nextInt(nums.length-i);             swap(nums, i, randIndex+i);         }         return nums;     }          private void swap(int[] arr, int i, int j) {         int temp = arr[i];         arr[i] = arr[j];         arr[j] = temp;     } } /**  * Your Solution object will be instantiated and called as such:  * Solution obj = new Solution(nums);  * int[] param_1 = obj.reset();  * int[] param_2 = obj.shuffle();  */",1,"384-shuffle-an-array/Solution.java:6:5: Redundant 'public' modifier. [RedundantModifier]
384-shuffle-an-array/Solution.java:6:27: 'nums' hides a field. [HiddenField]
384-shuffle-an-array/Solution.java:6:5: Redundant 'public' modifier. [RedundantModifier]
384-shuffle-an-array/Solution.java:6:27: 'nums' hides a field. [HiddenField]
384-shuffle-an-array/Solution.java:7:	ArrayIsStoredDirectly:	The user-supplied array 'nums' is stored directly.
384-shuffle-an-array/Solution.java:14:	MethodReturnsInternalArray:	Returning 'nums' may expose an internal array.
384-shuffle-an-array/Solution.java:22:	MethodReturnsInternalArray:	Returning 'nums' may expose an internal array.
",0,0,0
"/**  * // This is the interface that allows for creating nested lists.  * // You should not implement it, or speculate about its implementation  * public interface NestedInteger {  *     // Constructor initializes an empty nested list.  *     public NestedInteger();  *  *     // Constructor initializes a single integer.  *     public NestedInteger(int value);  *  *     // @return true if this NestedInteger holds a single integer, rather than a nested list.  *     public boolean isInteger();  *  *     // @return the single integer that this NestedInteger holds, if it holds a single integer  *     // Return null if this NestedInteger holds a nested list  *     public Integer getInteger();  *  *     // Set this NestedInteger to hold a single integer.  *     public void setInteger(int value);  *  *     // Set this NestedInteger to hold a nested list and adds a nested integer to it.  *     public void add(NestedInteger ni);  *  *     // @return the nested list that this NestedInteger holds, if it holds a nested list  *     // Return empty list if this NestedInteger holds a single integer  *     public List<NestedInteger> getList();  * }  */ class Solution {     public NestedInteger deserialize(String s) {         Stack<NestedInteger> stack = new Stack<>();         NestedInteger curr = null;         int num = 0;         int sign = 1;         for (char ch : s.toCharArray()) {             if (Character.isDigit(ch)) {                 num = num * 10 + (int) (ch - '0');             } else if (ch == '-') {                 sign = -1;             } else if (ch == '[') {                 stack.push(curr);                 curr = new NestedInteger();             } else if (ch == ',') {                 if (num != 0 || (num == 0 && curr != null && curr.getList().isEmpty())) {                     curr.add(new NestedInteger(sign * num));                     num = 0;                     sign = 1;                 }             } else if (ch == ']') {                 if (num != 0) {                     curr.add(new NestedInteger(sign * num));                     num = 0;                     sign = 1;                 }                 NestedInteger pop = stack.pop();                 pop.add(curr);                 curr = pop;             }         }         if (num != 0) {             curr.add(new NestedInteger(sign * num));         }         return curr;     } }",1,"385-mini-parser/Solution.java:37:	UnnecessaryCast:	Unnecessary cast (int)
",0,0,0
class Solution {     public List<Integer> lexicalOrder(int n) {         List<Integer> result = new ArrayList<Integer>();         int curr = 1;         for(int i=1; i<=n; i++) {             result.add(curr);             if(curr*10 <= n) {                 curr *= 10;             }             else if(curr%10 != 9 && curr+1 <= n) {                 curr++;             }             else {                 while((curr/10)%10 == 9) {                     curr /= 10;                 }                 curr = curr/10 + 1;             }         }         return result;     } },1,"386-lexicographical-numbers/Solution.java:9:13: '}' at column 13 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
386-lexicographical-numbers/Solution.java:12:13: '}' at column 13 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
386-lexicographical-numbers/Solution.java:9:13: '}' at column 13 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
386-lexicographical-numbers/Solution.java:12:13: '}' at column 13 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
386-lexicographical-numbers/Solution.java:14:	UselessParentheses:	Useless parentheses.
",0,0,0
"class Solution {     public int lengthLongestPath(String input) {         Stack<Integer> stack = new Stack<>();         stack.push(0); // dummy length         int maxLen = 0;         for (String s : input.split(""\n"")) {             int level = s.lastIndexOf(""\t"") + 1; // number of preceeding ""\t""             while (level + 1 < stack.size()) stack.pop(); // backtrack             int len = stack.peek() + s.length() - level + 1; // plus one is to count the ""/"" at the end             stack.push(len);             if (s.contains(""."")) maxLen = Math.max(maxLen, len - 1);         }         return maxLen;     } }",1,"388-longest-absolute-file-path/Solution.java:7:	UseIndexOfChar:	String.indexOf(char) is faster than String.indexOf(String).
",0,0,0
 class Solution {     public int lastRemaining(int n) {         boolean leftToRight = true;         int remaining = n;         int step = 1;         int head = 1;         while (remaining > 1) {             if (leftToRight || remaining % 2 == 1) {                 head = head + step;             }             remaining = remaining / 2;             step = step * 2;             leftToRight = !leftToRight;         }         return head;     } } ,0,,0,0,0
class Solution {     public boolean validUtf8(int[] data) {         int i = 0;         while (i < data.length) {             // Counting the number of set bits             int bytes = 0;             if ((data[i] & 128) == 0) {                 bytes = 1;             } else if ((data[i] & 224) == 192) {                 bytes = 2;             } else if ((data[i] & 240) == 224) {                 bytes = 3;             } else if ((data[i] & 248) == 240) {                 bytes = 4;             } else {                 return false;             }             // Check continuation bytes             for (int j = 1; j < bytes; j++) {                 if (i + j >= data.length || (data[i+j] & 192) != 128) {                     return false;                 }             }             // Move to next character             i += bytes;         }         return true;     } },1,"393-utf-8-validation/Solution.java:6:	UnusedAssignment:	The initializer for variable 'bytes' is never used (overwritten on lines 8, 10, 12 and 14)
",0,0,0
"class Solution {     public String decodeString(String s) {         Stack<Integer> numStack = new Stack<>();         Stack<String> strStack = new Stack<>();                  String currStr = """";         int currNum = 0;                  for (char c : s.toCharArray()) {             if (Character.isDigit(c)) {                 currNum = currNum * 10 + (c - '0');             } else if (c == '[') {                 numStack.push(currNum);                 strStack.push(currStr);                 currNum = 0;                 currStr = """";             } else if (c == ']') {                 StringBuilder tmp = new StringBuilder(strStack.pop());                 int k = numStack.pop();                 for (int i = 0; i < k; i++) {                     tmp.append(currStr);                 }                 currStr = tmp.toString();             } else {                 currStr += c;             }         }                  return currStr;     } }",1,"394-decode-string/Solution.java:11:	UselessParentheses:	Useless parentheses.
394-decode-string/Solution.java:25:	UseStringBufferForStringAppends:	Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings
",0,0,0
"class Solution {     public int longestSubstring(String s, int k) {         int uniqueLetters = 0;         int[] count = new int[26];         int result = 0;                  for (int i = 0; i < s.length(); i++) {             if (count[s.charAt(i) - 'a'] == 0) {                 uniqueLetters++;             }             count[s.charAt(i) - 'a']++;         }                  for (int currUnique = 1; currUnique <= uniqueLetters; currUnique++) {             int[] tempCount = new int[26];             int windowStart = 0;             int windowEnd = 0;             int foundUnique = 0;             int validK = 0;                          while (windowEnd < s.length()) {                 if (foundUnique <= currUnique) {                     int index = s.charAt(windowEnd) - 'a';                     if (tempCount[index] == 0) {                         foundUnique++;                     }                     tempCount[index]++;                     if (tempCount[index] == k) {                         validK++;                     }                     windowEnd++;                 } else {                     int index = s.charAt(windowStart) - 'a';                     if (tempCount[index] == k) {                         validK--;                     }                     tempCount[index]--;                     if (tempCount[index] == 0) {                         foundUnique--;                     }                     windowStart++;                 }                                  if (foundUnique == currUnique && validK == foundUnique) {                     result = Math.max(result, windowEnd - windowStart);                 }             }         }                  return result;     } }",0,,0,0,0
"class Solution {     public int maxRotateFunction(int[] nums) {         int n = nums.length;         int sum = 0;         int f0 = 0;         for (int i = 0; i < n; i++) {             sum += nums[i];             f0 += i * nums[i];         }         int max = f0;         int fi = f0;         for (int k = 1; k < n; k++) {             fi += sum - n * nums[n - k];             max = Math.max(max, fi);         }         return max;     } }",0,,0,0,0
"class Solution {     public int integerReplacement(int n) {         if(n == 1) // if n = 1, we need 0 steps to reduce it to 1.             return 0;                  if(n == 3 || (n % 2 == 0 && (n/2)%2 == 1))             // If n=3 or n is even and the next odd number (n/2) ends with 01 in binary,             // then our best option is n-1             return 1 + integerReplacement(n-1);                  // Otherwise, our best option is performing a bit shift         return 1 + integerReplacement(n%2 == 0 ? n/2 : n+1);      } }  // Note: This implementation uses recursion, which can cause a stack overflow for very large values of n.",1,"397-integer-replacement/Solution.java:6:	UselessParentheses:	Useless parentheses.
",0,0,0
import java.util.Random;  class Solution {     int[] nums;     Random rand;      public Solution(int[] nums) {         this.nums = nums;         this.rand = new Random();     }      public int pick(int target) {         int count = 0;         int res = -1;         for (int i = 0; i < nums.length; i++) {             if (nums[i] == target) {                 count++;                 if (rand.nextInt(count) == 0) {                     res = i;                 }             }         }         return res;     } }  /**  * Your Solution object will be instantiated and called as such:  * Solution obj = new Solution(nums);  * int param_1 = obj.pick(target);  */,1,"398-random-pick-index/Solution.java:4:11: Variable 'nums' must be private and have accessor methods. [VisibilityModifier]
398-random-pick-index/Solution.java:5:12: Variable 'rand' must be private and have accessor methods. [VisibilityModifier]
398-random-pick-index/Solution.java:7:5: Redundant 'public' modifier. [RedundantModifier]
398-random-pick-index/Solution.java:7:27: 'nums' hides a field. [HiddenField]
398-random-pick-index/Solution.java:4:11: Variable 'nums' must be private and have accessor methods. [VisibilityModifier]
398-random-pick-index/Solution.java:5:12: Variable 'rand' must be private and have accessor methods. [VisibilityModifier]
398-random-pick-index/Solution.java:7:5: Redundant 'public' modifier. [RedundantModifier]
398-random-pick-index/Solution.java:7:27: 'nums' hides a field. [HiddenField]
398-random-pick-index/Solution.java:8:	ArrayIsStoredDirectly:	The user-supplied array 'nums' is stored directly.
",0,0,0
"import java.util.HashMap; import java.util.HashSet; import java.util.List; import java.util.Map; import java.util.Set;  class Solution {     public double[] calcEquation(List<List<String>> equations, double[] values, List<List<String>> queries) {         Map<String, Map<String, Double>> graph = new HashMap<>();          // build graph         for (int i = 0; i < equations.size(); i++) {             List<String> equation = equations.get(i);             String u = equation.get(0);             String v = equation.get(1);             double weight = values[i];              if (!graph.containsKey(u)) {                 graph.put(u, new HashMap<>());             }             graph.get(u).put(v, weight);              if (!graph.containsKey(v)) {                 graph.put(v, new HashMap<>());             }             graph.get(v).put(u, 1 / weight);         }          // perform query         double[] result = new double[queries.size()];         for (int i = 0; i < queries.size(); i++) {             List<String> query = queries.get(i);             String u = query.get(0);             String v = query.get(1);              if (!graph.containsKey(u) || !graph.containsKey(v)) {                 result[i] = -1.0;             } else if (u.equals(v)) {                 result[i] = 1.0;             } else {                 result[i] = dfs(graph, u, v, new HashSet<>(), 1.0);             }         }         return result;     }      private double dfs(Map<String, Map<String, Double>> graph, String u, String v, Set<String> visited, double currProduct) {         visited.add(u);         Map<String, Double> neighbors = graph.get(u);          if (neighbors.containsKey(v)) {             return currProduct * neighbors.get(v);         }          for (Map.Entry<String, Double> neighborEntry : neighbors.entrySet()) {             String neighbor = neighborEntry.getKey();             double weight = neighborEntry.getValue();              if (!visited.contains(neighbor)) {                 double product = dfs(graph, neighbor, v, visited, currProduct * weight);                 if (product != -1.0) {                     return product;                 }             }         }         return -1.0;     } }",1,"399-evaluate-division/Solution.java:9:	UseConcurrentHashMap:	If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation
399-evaluate-division/Solution.java:36:	ConfusingTernary:	Avoid if (x != y) ..; else ..;
",0,0,0
class Solution {     public int findNthDigit(int n) {         int digitSize = 1;         long digitCount = 9;         int start = 1;                  while(n > digitSize * digitCount){             n -= digitSize * digitCount;             digitSize++;             digitCount *= 10;             start *= 10;         }                  start += (n-1)/digitSize;         String s = Integer.toString(start);                  return Character.getNumericValue(s.charAt((n-1)%digitSize));     } },1,"400-nth-digit/Solution.java:8:	AvoidReassigningParameters:	Avoid reassigning parameters such as 'n'
",0,1,0
"class Solution {     public String removeKdigits(String num, int k) {         if (num.length() == k) {  // edge case where all digits need to be removed             return ""0"";         }                  Stack<Character> stack = new Stack<>();         int removed = 0;                  for (char c : num.toCharArray()) {             while (!stack.isEmpty() && removed < k && c < stack.peek()) {                 // remove numbers greater than the current number                 stack.pop();                 removed++;             }                          stack.push(c);         }                  // edge case where k is greater than the number of digits removed         while (removed < k) {             stack.pop();             removed++;         }                  // build the resulting string from the stack         StringBuilder sb = new StringBuilder();         while (!stack.isEmpty()) {             char c = stack.pop();             sb.append(c);         }         sb.reverse();         while (sb.length() > 1 && sb.charAt(0) == '0') {             sb.deleteCharAt(0);  // remove leading zeros         }                  return sb.toString();     } }",0,,0,0,0
"class Solution {     public int[][] reconstructQueue(int[][] people) {         Arrays.sort(people, new Comparator<int[]>() {             @Override             public int compare(int[] a, int[] b) {                 if (a[0] == b[0]) {                     return a[1] - b[1];                 } else {                     return b[0] - a[0];                 }             }         });         ArrayList<int[]> list = new ArrayList<>();         for (int[] p : people) {             list.add(p[1], p);         }         int[][] result = new int[people.length][2];         for (int i = 0; i < list.size(); i++) {             result[i] = list.get(i);         }         return result;     } }",0,,0,0,0
class Solution {     public int numberOfArithmeticSlices(int[] nums) {                  int n = nums.length;         int dp = 0; // dynamic programming state         int sum = 0; // the answer                  for (int i = 2; i < n; i++) {             if (nums[i] - nums[i-1] == nums[i-1] - nums[i-2]) { // check if it's an arithmetic subarray                 dp ++;                 sum += dp;             }             else {                 dp = 0; // reset dp             }         }                  return sum;     } },1,"413-arithmetic-slices/Solution.java:12:13: '}' at column 13 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
413-arithmetic-slices/Solution.java:12:13: '}' at column 13 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
",0,0,0
class Solution {     public boolean canPartition(int[] nums) {         int n = nums.length;         int sum = 0;         for (int num : nums)             sum += num;         if (sum % 2 != 0)             return false;         boolean[] dp = new boolean[sum / 2 + 1];         dp[0] = true;         for (int i = 0; i < n; i++) {             for (int j = sum / 2; j >= nums[i]; j--) {                 dp[j] |= dp[j - nums[i]];             }         }         return dp[sum / 2];     } },1,"416-partition-equal-subset-sum/Solution.java:3:	PrematureDeclaration:	Declaration of 'n' can be moved closer to its usages
",0,0,0
"import java.util.ArrayList; import java.util.List;  class Solution {     public List<List<Integer>> pacificAtlantic(int[][] heights) {                  List<List<Integer>> result = new ArrayList<>();                  if(heights == null || heights.length == 0 || heights[0].length == 0) {             return result;         }                  int m = heights.length, n = heights[0].length;                  boolean[][] pVisited = new boolean[m][n];         boolean[][] aVisited = new boolean[m][n];                  // Traverse through the first row and last row and mark as 'true'          for(int i=0; i<n; i++) {             dfs(heights, 0, i, Integer.MIN_VALUE, pVisited);             dfs(heights, m-1, i, Integer.MIN_VALUE, aVisited);         }                  // Traverse through the first column and last column and mark as 'true'          for(int i=0; i<m; i++) {             dfs(heights, i, 0, Integer.MIN_VALUE, pVisited);             dfs(heights, i, n-1, Integer.MIN_VALUE, aVisited);         }                  // Add cell coordinates where pVisited and aVisited is true to the result list         for(int i=0; i<m; i++) {             for(int j=0; j<n; j++) {                 if(pVisited[i][j] && aVisited[i][j]) {                     List<Integer> list = new ArrayList<>();                     list.add(i);                     list.add(j);                     result.add(list);                 }             }         }                  return result;     }          private void dfs(int[][] h, int i, int j, int prev, boolean[][] visited) {                  // If cell coordinates are out of bounds, return.         if(i<0 || j<0 || i>=h.length || j>=h[0].length || visited[i][j] || prev > h[i][j]) {             return;         }                  // Mark current cell coordinates in visited array as 'true'         visited[i][j] = true;                  // Traverse to adjacent cells -> top, down, left and right         dfs(h, i-1, j, h[i][j], visited);         dfs(h, i+1, j, h[i][j], visited);         dfs(h, i, j-1, h[i][j], visited);         dfs(h, i, j+1, h[i][j], visited);     } }",1,"417-pacific-atlantic-water-flow/Solution.java:13:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
417-pacific-atlantic-water-flow/Solution.java:13:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
",1,0,0
class Solution {     public int countBattleships(char[][] board) {         int count = 0;         for (int i = 0; i < board.length; i++) {             for (int j = 0; j < board[0].length; j++) {                 if (board[i][j] == 'X') {                     if (i == 0 && j == 0) {                         count++;                     } else if (i == 0 && board[i][j-1] == '.') {                         count++;                     } else if (j == 0 && board[i-1][j] == '.') {                         count++;                     } else if (board[i-1][j] == '.' && board[i][j-1] == '.') {                         count++;                     }                 }             }         }         return count;     } },0,,0,0,0
"class Solution {     public int findMaximumXOR(int[] nums) {         int maxResult = 0, mask = 0;         for (int i = 31; i >= 0; i--) {             //create mask             mask = mask | (1 << i);             //extract prefixes of numbers using the mask             Set<Integer> set = new HashSet<>();             for (int num : nums) {                 set.add(num & mask);             }             int temp = maxResult | (1 << i);             for (int prefix : set) {                 if (set.contains(prefix ^ temp)) {                     maxResult = temp;                     break;                 }             }         }         return maxResult;     } }",1,"421-maximum-xor-of-two-numbers-in-an-array/Solution.java:3:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
421-maximum-xor-of-two-numbers-in-an-array/Solution.java:3:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
",1,0,0
class Solution {     public String originalDigits(String s) {         int[] count = new int[10];         char[] chars = s.toCharArray();         for (char c : chars) {             if (c == 'z') count[0]++;             if (c == 'w') count[2]++;             if (c == 'u') count[4]++;             if (c == 'x') count[6]++;             if (c == 'g') count[8]++;             if (c == 'o') count[1]++;             if (c == 't') count[3]++;             if (c == 'f') count[5]++;             if (c == 's') count[7]++;             if (c == 'r') count[9]++;         }         count[1] -= count[0] + count[2] + count[4];         count[3] -= count[2] + count[8];         count[5] -= count[4];         count[7] -= count[6];         count[9] -= count[8];          StringBuilder res = new StringBuilder();         for (int i = 0; i < 10; i++) {             for (int j = 0; j < count[i]; j++) {                 res.append(i);             }         }         return res.toString();     } },1,"423-reconstruct-original-digits-from-english/Solution.java:2:	NPathComplexity:	The method 'originalDigits(String)' has an NPath complexity of 3075, current threshold is 200
",0,0,0
"class Solution {     public int characterReplacement(String s, int k) {         int maxCount = 0; //Stores the maximum count of a single character in a substring         int start = 0; //Start index of our window         int[] charCount = new int[26]; //Array to store the count of each character                  for(int end = 0; end < s.length(); end++) {             //Increment the count of the current character in our window             charCount[s.charAt(end) - 'A']++;                          //Reassign maxCount if we have found a new maximum count in our window             maxCount = Math.max(maxCount, charCount[s.charAt(end) - 'A']);                          /* If the number of characters we need to replace (k) is less than the              difference between the total characters in the window and the maximum              count of a single character, we need to shrink the window */             if(end - start + 1 - maxCount > k) {                 //Decrement the count of the character at the start of our window                 charCount[s.charAt(start) - 'A']--;                 //Move the start of our window forward by one character                 start++;             }         }                  /* At this point, our window will always contain the longest substring possible          with k operations, because we've exhausted all possible substrings with k or less          operations. Therefore, our answer is the length of this window. */         return s.length() - start;     } }",0,,0,0,0
"/* // Definition for a QuadTree node. class Node {     public boolean val;     public boolean isLeaf;     public Node topLeft;     public Node topRight;     public Node bottomLeft;     public Node bottomRight;           public Node() {         this.val = false;         this.isLeaf = false;         this.topLeft = null;         this.topRight = null;         this.bottomLeft = null;         this.bottomRight = null;     }          public Node(boolean val, boolean isLeaf) {         this.val = val;         this.isLeaf = isLeaf;         this.topLeft = null;         this.topRight = null;         this.bottomLeft = null;         this.bottomRight = null;     }          public Node(boolean val, boolean isLeaf, Node topLeft, Node topRight, Node bottomLeft, Node bottomRight) {         this.val = val;         this.isLeaf = isLeaf;         this.topLeft = topLeft;         this.topRight = topRight;         this.bottomLeft = bottomLeft;         this.bottomRight = bottomRight;     } }; */  class Solution {     public Node construct(int[][] grid) {         return buildQuadTree(grid, 0, 0, grid.length);     }          private Node buildQuadTree(int[][] grid, int x, int y, int size) {         if (size == 1) {             return new Node(grid[x][y] == 1, true);         }         Node node = new Node();         boolean allOnes = true, allZeroes = true;         int newSize = size / 2;         node.topLeft = buildQuadTree(grid, x, y, newSize);         node.topRight = buildQuadTree(grid, x, y + newSize, newSize);         node.bottomLeft = buildQuadTree(grid, x + newSize, y, newSize);         node.bottomRight = buildQuadTree(grid, x + newSize, y + newSize, newSize);         if (node.topLeft.isLeaf && node.topRight.isLeaf && node.bottomLeft.isLeaf && node.bottomRight.isLeaf) {             if (node.topLeft.val == node.topRight.val && node.topRight.val == node.bottomLeft.val && node.bottomLeft.val == node.bottomRight.val) {                 node.isLeaf = true;                 node.val = node.topLeft.val;             }         }         return node;     } }",1,"427-construct-quad-tree/Node.java:51:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
427-construct-quad-tree/Node.java:51:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
427-construct-quad-tree/Node.java:51:	UnusedLocalVariable:	Avoid unused local variables such as 'allOnes'.
427-construct-quad-tree/Node.java:51:	UnusedLocalVariable:	Avoid unused local variables such as 'allZeroes'.
427-construct-quad-tree/Node.java:58:	CollapsibleIfStatements:	This if statement could be combined with its parent
",1,0,0
"// Definition for a Node. class Node {     public int val;     public List<Node> children;      public Node() {}      public Node(int _val) {         val = _val;     }      public Node(int _val, List<Node> _children) {         val = _val;         children = _children;     } }  class Solution {     public List<List<Integer>> levelOrder(Node root) {         List<List<Integer>> result = new ArrayList<>();         if (root == null) {             return result;         }         Queue<Node> queue = new LinkedList<>();         queue.offer(root);         while (!queue.isEmpty()) {             int levelSize = queue.size();             List<Integer> levelVals = new ArrayList<>();             for (int i = 0; i < levelSize; i++) {                 Node curr = queue.poll();                 levelVals.add(curr.val);                 for (Node child : curr.children) {                     queue.offer(child);                 }             }             result.add(levelVals);         }         return result;     } }",1,"429-n-ary-tree-level-order-traversal/Node.java:3:16: Variable 'val' must be private and have accessor methods. [VisibilityModifier]
429-n-ary-tree-level-order-traversal/Node.java:4:23: Variable 'children' must be private and have accessor methods. [VisibilityModifier]
429-n-ary-tree-level-order-traversal/Node.java:6:5: Redundant 'public' modifier. [RedundantModifier]
429-n-ary-tree-level-order-traversal/Node.java:8:5: Redundant 'public' modifier. [RedundantModifier]
429-n-ary-tree-level-order-traversal/Node.java:12:5: Redundant 'public' modifier. [RedundantModifier]
429-n-ary-tree-level-order-traversal/Node.java:3:16: Variable 'val' must be private and have accessor methods. [VisibilityModifier]
429-n-ary-tree-level-order-traversal/Node.java:4:23: Variable 'children' must be private and have accessor methods. [VisibilityModifier]
429-n-ary-tree-level-order-traversal/Node.java:6:5: Redundant 'public' modifier. [RedundantModifier]
429-n-ary-tree-level-order-traversal/Node.java:8:5: Redundant 'public' modifier. [RedundantModifier]
429-n-ary-tree-level-order-traversal/Node.java:12:5: Redundant 'public' modifier. [RedundantModifier]
429-n-ary-tree-level-order-traversal/Node.java:6:	UncommentedEmptyConstructor:	Document empty constructor
",0,0,0
